X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro,Label
1.66,1.02,8.75,0.06,0.08,0.06,Normal
3.6,2.36,13.19,0.05,0.07,0.09,Normal
2.14,3.0,6.68,0.14,0.07,0.05,Normal
2.43,2.19,7.11,0.14,0.1,0.07,Normal
2.52,4.76,12.65,0.15,0.06,0.04,Normal
1.38,2.34,1.92,0.05,0.06,0.07,Normal
4.81,2.15,5.21,0.04,0.09,0.22,Normal
2.44,1.52,3.12,0.08,0.11,0.04,Normal
1.72,1.83,6.65,0.07,0.05,0.06,Normal
2.7,5.46,6.69,0.21,0.13,0.52,Normal
6.11,4.41,11.28,0.12,0.08,0.13,Normal
13.87,7.22,5.22,0.13,0.16,0.12,Normal
3.48,4.87,6.8,0.15,0.15,0.04,Normal
1.98,2.88,11.67,0.14,0.07,0.07,Normal
1.19,3.27,10.08,0.1,0.03,0.04,Normal
1.5,3.9,7.49,0.13,0.07,0.07,Normal
2.56,2.52,4.7,0.06,0.1,0.17,Normal
1.72,1.57,2.85,0.22,0.05,0.57,Normal
1.97,4.41,2.9,0.06,0.19,0.09,Normal
1.66,1.27,9.98,0.05,0.04,0.06,Normal
2.14,2.89,11.04,0.13,0.05,0.05,Normal
3.13,2.54,4.22,0.25,0.14,0.02,Normal
7.95,3.47,10.89,0.21,0.23,0.45,Rash
6.74,3.36,31.11,0.33,0.77,0.86,Rash
27.49,5.06,24.72,0.44,1.37,0.7,Rash
5.83,8.13,20.28,0.61,1.17,0.99,Rash
11.67,7.46,32.97,0.44,0.67,0.61,Rash
6.35,4.05,24.4,0.41,0.41,0.16,Rash
7.32,3.0,17.85,0.42,0.25,0.45,Rash
8.31,7.25,20.94,0.35,0.3,0.21,Rash
11.52,6.23,27.08,0.37,0.24,0.08,Rash
2.79,4.04,14.62,0.25,0.28,0.15,Rash
6.68,8.96,18.38,0.2,0.11,0.28,Rash
2.28,4.56,13.76,0.22,0.37,0.5,Rash
11.27,6.27,7.76,0.54,0.35,0.47,Rash
10.57,5.43,41.0,0.42,0.6,0.43,Rash
15.65,8.54,25.46,0.36,0.53,0.16,Rash
14.21,5.98,36.25,0.37,1.06,0.07,Rash
12.85,6.04,27.21,0.38,0.27,0.16,Rash
7.82,7.94,22.08,0.33,0.4,0.07,Rash
2.56,7.15,14.01,0.2,0.19,0.09,Rash
1.64,4.06,8.98,0.22,0.27,0.53,Rash
5.69,4.55,19.84,0.29,0.81,0.68,Rash
8.74,6.52,17.27,0.34,0.84,0.53,Rash
14.85,6.92,34.15,0.6,0.49,0.44,Rash
20.98,12.52,44.41,0.36,0.43,0.12,Rash
10.74,7.63,26.84,0.31,0.54,0.14,Rash
1.95,2.84,7.43,0.14,0.16,0.15,Rash
17.56,11.41,7.35,0.53,0.19,0.31,Rash
11.58,3.74,13.33,0.15,0.16,0.32,Rash
8.7,3.89,12.95,0.4,0.6,0.22,Rash
8.22,9.57,19.12,0.24,0.61,0.17,Rash
10.97,3.64,24.39,0.42,0.6,0.15,Rash
10.51,8.91,21.27,0.19,0.45,0.47,Rash
9.41,9.24,18.26,0.4,1.16,0.83,Rash
5.45,10.45,14.99,0.44,0.28,0.39,Rash
2.72,8.46,72.16,0.38,0.66,0.29,Rash
11.19,9.98,28.43,0.5,0.4,0.2,Rash
8.27,4.87,19.34,0.15,0.1,0.22,Rash
2.99,7.31,16.9,0.29,0.28,0.11,Rash
4.3,5.77,10.04,0.22,0.43,0.18,Rash
5.0,4.04,19.42,0.18,0.24,0.56,Rash
7.98,3.86,18.2,0.23,0.42,0.22,Rash
7.63,6.9,10.2,0.35,0.45,0.2,Rash
9.43,12.18,10.63,0.26,0.65,0.12,Rash
19.94,1.95,26.63,0.35,0.64,0.35,Rash
8.06,6.15,23.71,0.4,0.58,0.13,Rash
2.69,5.18,23.07,0.3,0.1,0.13,Rash
7.67,3.36,18.1,0.37,0.56,0.43,Rash
8.78,7.19,20.19,0.35,0.41,0.28,Rash
12.1,4.17,31.46,0.49,0.36,0.14,Rash
9.93,7.61,16.5,0.36,0.57,0.08,Rash
2.54,5.96,12.29,0.21,0.25,0.13,Rash
2.6,2.05,8.22,0.5,0.62,0.6,Rash
8.92,4.86,22.3,0.18,0.68,0.51,Rash
4.58,6.59,12.31,0.24,0.33,0.31,Rash
9.54,3.12,4.18,0.64,0.19,1.08,Rash
4.84,3.51,24.85,0.34,0.36,0.5,Rash
6.63,7.62,15.52,0.37,0.66,0.54,Rash
19.63,10.22,15.84,0.41,0.62,0.52,Rash
10.13,6.25,34.6,0.47,0.83,0.62,Rash
11.96,18.46,32.23,0.33,0.42,0.6,Rash
14.01,9.67,22.59,0.33,0.44,0.13,Rash
7.93,9.57,11.57,0.31,0.23,0.26,Rash
5.75,3.52,24.19,0.39,0.3,0.13,Rash
4.25,9.59,10.92,0.29,0.29,0.11,Rash
3.46,5.89,14.5,0.31,0.35,0.75,Rash
5.13,5.77,9.57,0.56,0.41,0.49,Rash
6.5,10.17,38.25,0.4,0.83,0.31,Rash
6.9,3.35,17.57,0.21,0.28,0.24,Rash
10.31,11.49,22.18,0.53,0.32,0.18,Rash
6.31,6.02,21.91,0.2,0.19,0.43,Rash
8.61,7.06,13.08,0.28,0.31,0.55,Rash
8.87,5.18,14.87,0.2,0.24,0.14,Rash
13.47,2.98,26.47,0.31,0.65,0.11,Rash
6.76,8.45,32.19,0.44,0.14,0.16,Rash
5.55,8.22,20.53,0.16,0.54,0.19,Rash
2.26,3.07,17.57,0.17,0.83,0.59,Rash
4.7,3.29,6.13,0.15,0.38,0.24,Rash
2.08,4.14,5.32,0.34,0.31,0.57,Rash
4.54,4.85,24.77,0.18,0.21,0.15,Rash
6.71,5.4,13.75,0.32,0.94,0.79,Rash
4.86,11.68,39.31,0.24,0.37,0.04,Rash
4.56,2.24,26.35,0.23,0.62,0.24,Rash
2.61,4.28,7.64,0.26,0.46,0.81,Rash
6.11,7.59,9.98,0.42,0.2,0.68,Rash
3.08,5.07,12.67,0.27,0.48,0.74,Rash
7.34,10.44,18.34,0.65,0.38,0.79,Rash
3.39,2.11,11.5,0.35,0.54,0.94,Rash
13.0,7.45,34.39,0.48,0.37,0.51,Rash
7.36,12.38,35.49,0.52,0.27,0.29,Rash
3.16,4.08,12.02,0.26,0.32,0.21,Rash
6.66,7.04,26.04,0.48,0.19,0.33,Rash
13.28,9.07,28.3,0.18,0.6,0.39,Rash
9.22,4.57,19.68,0.36,0.39,0.28,Rash
3.97,2.29,13.36,0.18,0.49,0.52,Rash
6.91,7.28,5.63,0.48,0.64,0.74,Rash
5.61,2.46,8.84,0.13,0.46,0.55,Rash
6.52,3.46,23.15,0.32,0.6,0.75,Rash
5.65,4.39,10.68,0.37,0.74,0.4,Rash
6.93,2.58,20.87,0.2,0.52,0.32,Rash
1.49,3.87,11.38,0.13,0.21,0.29,Rash
3.38,4.25,12.9,0.31,0.16,0.74,Rash
4.47,5.1,15.15,0.2,0.41,0.56,Rash
6.79,2.24,16.51,0.62,0.98,0.85,Rash
9.34,2.79,13.62,0.39,0.63,0.12,Rash
4.26,6.07,10.98,0.09,0.62,0.28,Rash
10.81,3.83,16.63,0.42,0.97,0.29,Rash
4.17,4.27,8.52,0.21,0.43,0.22,Rash
5.47,5.02,10.66,0.39,0.21,0.56,Rash
6.4,6.51,4.3,0.37,0.38,0.69,Rash
3.42,2.47,9.58,0.12,0.62,0.42,Rash
6.14,2.93,28.51,0.19,0.64,0.46,Rash
3.35,2.34,9.29,0.26,0.4,0.42,Rash
3.33,6.19,9.92,0.37,0.15,0.89,Rash
8.38,6.66,14.3,0.55,0.64,1.09,Rash
11.66,8.46,32.29,0.19,0.7,0.58,Rash
10.49,5.97,14.62,0.31,0.95,0.34,Rash
2.17,4.43,4.98,0.24,0.14,0.17,Rash
3.03,5.8,11.53,0.19,0.39,0.45,Rash
8.34,4.3,8.45,0.29,0.61,0.51,Rash
13.92,4.36,19.13,0.24,0.34,0.51,Rash
7.51,7.18,24.13,0.38,0.62,0.2,Rash
7.25,19.3,10.16,0.39,0.58,0.16,Rash
4.87,2.25,11.41,0.22,0.36,0.1,Rash
7.8,6.84,22.29,0.21,0.12,0.11,Rash
5.58,4.26,3.82,0.28,0.2,0.1,Rash
7.24,9.15,18.32,0.29,0.19,0.16,Rash
3.83,3.57,7.64,0.26,0.3,0.06,Rash
5.1,3.95,5.36,0.47,0.17,0.98,Rash
7.01,9.24,11.69,0.43,1.06,0.66,Rash
5.86,4.86,36.76,0.4,0.78,0.72,Rash
12.13,4.78,19.8,0.26,0.61,0.36,Rash
16.44,24.12,23.99,0.36,0.52,0.22,Rash
15.04,5.48,24.36,0.4,0.91,0.45,Rash
4.86,4.85,20.58,0.3,0.76,0.39,Rash
9.31,6.77,10.97,0.16,0.37,0.14,Rash
3.41,14.1,25.75,0.2,0.33,0.11,Rash
7.09,6.57,17.14,0.16,0.13,0.14,Rash
9.07,3.1,7.31,0.1,0.16,0.11,Rash
3.92,3.91,23.43,0.37,0.2,0.09,Rash
1.34,4.0,10.46,0.44,0.25,0.22,Rash
4.71,3.97,31.86,0.33,0.51,0.32,Rash
1.9,2.17,22.47,0.24,0.38,0.45,Rash
1.89,3.52,4.31,0.52,0.17,0.92,Rash
1.97,3.73,10.54,0.82,0.99,1.35,Rash
9.29,4.8,27.59,0.45,0.79,0.29,Rash
6.17,5.26,14.77,0.4,0.23,0.52,Rash
6.12,3.34,8.92,0.41,0.36,0.19,Rash
12.45,6.93,35.64,0.46,0.38,0.21,Rash
13.53,7.6,23.61,0.25,0.4,0.11,Rash
7.9,3.29,19.7,0.37,0.46,0.45,Rash
5.31,2.98,29.9,0.31,0.68,0.49,Rash
14.93,4.97,31.29,0.74,0.62,0.71,Rash
5.87,4.69,19.2,0.41,0.47,0.19,Rash
4.48,6.76,16.24,0.49,0.7,0.48,Rash
12.85,2.24,6.14,0.33,0.57,0.32,Rash
2.01,2.39,3.23,0.15,0.31,0.37,Rash
16.93,4.94,9.98,0.2,0.39,0.45,Rash
9.2,7.19,43.15,0.36,0.63,0.4,Rash
7.54,6.25,20.08,0.48,0.51,0.21,Rash
5.52,6.2,3.2,0.3,0.26,0.44,Rash
2.91,2.66,8.45,0.27,0.28,0.6,Rash
2.64,1.55,6.65,0.39,0.48,0.75,Rash
8.69,2.74,16.37,0.4,0.91,0.87,Rash
12.79,5.26,27.87,0.33,0.7,0.54,Rash
3.64,4.17,10.11,0.4,0.72,0.32,Rash
9.67,2.49,7.09,0.28,0.14,0.42,Rash
6.46,4.47,13.27,0.59,0.33,0.75,Rash
10.02,3.58,15.95,0.29,1.12,0.66,Rash
8.16,5.62,38.51,0.52,1.11,0.81,Rash
8.92,4.81,33.61,0.38,0.71,0.37,Rash
11.07,5.54,24.44,0.48,0.45,0.19,Rash
12.42,11.11,10.94,0.3,0.87,0.13,Rash
1.99,7.87,5.97,0.25,0.16,0.33,Rash
3.19,3.75,5.21,0.43,0.15,0.67,Rash
9.42,7.46,16.03,0.33,0.4,0.6,Rash
7.19,6.83,13.42,0.27,1.16,0.55,Rash
16.72,5.33,32.69,0.36,0.92,0.21,Rash
4.76,4.65,25.88,0.42,0.31,0.14,Rash
5.88,4.97,17.31,0.28,0.3,0.22,Rash
4.04,2.63,6.09,0.19,0.23,0.41,Rash
4.0,3.17,12.55,0.27,0.51,0.46,Rash
3.08,3.89,15.39,0.29,0.56,0.48,Rash
9.57,3.87,20.13,0.25,0.51,0.15,Rash
14.34,9.14,26.56,0.42,0.7,0.4,Rash
11.32,8.02,27.89,0.34,0.21,0.13,Rash
10.68,6.18,39.61,0.48,0.65,0.24,Rash
7.07,3.2,16.37,0.57,0.27,0.14,Rash
13.81,20.5,29.78,0.28,0.47,0.14,Rash
7.64,6.58,32.68,0.45,0.63,0.18,Rash
4.61,2.97,8.92,0.31,0.31,0.17,Rash
2.77,3.81,9.89,0.14,0.5,0.47,Rash
8.08,5.12,9.62,0.56,0.34,0.77,Rash
9.6,4.99,19.33,0.53,0.76,0.83,Rash
13.18,11.64,27.63,0.32,0.84,0.58,Rash
7.72,8.42,33.37,0.58,0.43,0.15,Rash
11.49,4.26,42.1,0.52,0.2,0.17,Rash
6.76,5.9,30.21,0.5,0.4,0.21,Rash
8.15,11.56,51.3,0.54,0.71,0.21,Rash
15.45,6.83,20.15,0.29,0.26,0.22,Rash
8.49,4.82,33.99,0.37,0.97,0.34,Rash
9.16,5.23,11.19,0.48,0.51,0.43,Rash
7.71,5.23,39.57,0.5,0.34,0.25,Rash
8.58,4.32,23.16,0.44,0.06,0.11,Rash
7.59,8.97,19.78,0.12,0.42,0.06,Rash
4.34,5.77,14.15,0.42,0.25,0.41,Rash
7.61,4.49,29.27,0.38,0.22,0.13,Rash
7.91,3.81,7.73,0.25,0.76,0.66,Rash
13.37,5.3,10.33,0.53,0.96,0.63,Rash
9.24,8.18,18.89,0.29,0.58,0.62,Rash
19.15,3.19,18.79,0.2,0.53,0.14,Rash
12.26,10.81,37.82,0.54,0.33,0.16,Rash
6.74,3.48,14.63,0.37,0.6,0.44,Rash
4.27,5.85,20.37,0.21,0.59,0.22,Rash
12.01,12.8,20.56,0.21,0.67,0.62,Rash
4.94,4.91,11.87,0.27,0.47,0.48,Rash
7.62,2.18,14.83,0.55,0.5,0.98,Rash
18.34,3.43,20.14,0.48,0.74,0.89,Rash
10.56,2.28,30.3,0.3,0.86,0.63,Rash
10.07,7.77,15.16,0.34,1.06,0.42,Rash
7.02,4.73,17.6,0.53,0.86,0.56,Rash
12.21,4.8,33.65,0.41,1.03,0.33,Rash
12.53,3.38,14.59,0.47,0.44,0.28,Rash
4.13,4.2,19.76,0.26,0.3,0.14,Rash
1.53,2.54,5.54,0.24,0.27,0.57,Rash
6.25,4.04,3.58,0.42,0.52,0.78,Rash
5.72,3.2,11.44,0.35,0.26,0.81,Rash
8.97,4.58,13.49,0.29,0.23,0.8,Rash
8.94,5.06,17.57,0.43,0.5,0.8,Rash
11.07,5.76,30.05,0.35,0.82,0.34,Rash
21.65,9.24,47.23,0.3,0.44,0.37,Rash
9.36,6.89,21.86,0.27,0.4,0.27,Rash
9.9,5.52,30.89,0.3,0.95,0.62,Rash
8.53,9.1,17.79,0.35,0.37,0.35,Rash
5.8,6.83,24.1,0.54,0.36,0.58,Rash
12.27,3.45,20.22,0.5,0.9,0.49,Rash
5.84,2.9,15.06,0.51,0.38,0.17,Rash
5.09,3.03,11.51,0.53,0.64,0.21,Rash
9.76,10.85,20.89,0.46,0.77,0.43,Rash
3.6,3.3,10.72,0.2,0.4,0.27,Rash
4.32,3.34,4.23,0.34,0.13,0.57,Rash
9.11,2.78,8.09,0.58,0.49,0.49,Rash
3.68,3.0,9.68,0.31,0.91,0.63,Rash
7.38,2.9,23.35,0.26,0.42,0.62,Rash
7.49,5.51,27.47,0.36,1.06,0.5,Rash
16.91,4.19,24.62,0.27,0.74,0.53,Rash
3.19,3.14,17.9,0.36,0.64,0.2,Rash
1.25,4.14,11.22,0.28,0.27,0.59,Rash
4.84,3.64,8.49,0.23,0.27,0.69,Rash
6.88,7.96,15.42,0.28,0.68,0.36,Rash
4.58,4.57,16.65,0.35,0.47,0.09,Rash
2.31,5.03,3.04,0.27,0.4,0.45,Rash
3.01,4.92,8.63,0.58,0.11,0.61,Rash
4.69,6.87,16.25,0.29,0.76,0.44,Rash
4.2,6.72,8.56,0.34,0.45,0.22,Rash
3.26,4.73,17.67,0.16,0.2,0.5,Rash
3.25,4.26,13.7,0.43,0.25,0.72,Rash
13.22,10.63,40.49,0.46,0.73,0.51,Rash
19.02,7.36,26.36,0.57,0.88,0.4,Rash
8.74,6.06,40.32,0.57,1.01,0.65,Rash
12.75,2.43,29.43,0.51,0.55,0.33,Rash
3.61,7.2,10.35,0.38,0.54,0.32,Rash
3.57,3.95,10.21,0.41,0.75,0.5,Rash
3.77,5.48,5.36,0.47,0.31,0.57,Rash
3.52,2.06,3.55,0.3,0.36,0.49,Rash
2.7,3.32,16.39,0.08,0.31,0.29,Rash
6.35,5.37,19.03,0.16,0.18,0.09,Rash
2.64,3.52,9.51,0.13,0.13,0.1,Rash
7.95,3.47,10.89,0.21,0.23,0.45,Rash
6.74,3.36,31.11,0.33,0.77,0.86,Rash
27.49,5.06,24.72,0.44,1.37,0.7,Rash
5.83,8.13,20.28,0.61,1.17,0.99,Rash
11.67,7.46,32.97,0.44,0.67,0.61,Rash
6.35,4.05,24.4,0.41,0.41,0.16,Rash
7.32,3.0,17.85,0.42,0.25,0.45,Rash
8.31,7.25,20.94,0.35,0.3,0.21,Rash
11.52,6.23,27.08,0.37,0.24,0.08,Rash
2.79,4.04,14.62,0.25,0.28,0.15,Rash
6.68,8.96,18.38,0.2,0.11,0.28,Rash
2.28,4.56,13.76,0.22,0.37,0.5,Rash
11.27,6.27,7.76,0.54,0.35,0.47,Rash
10.57,5.43,41.0,0.42,0.6,0.43,Rash
15.65,8.54,25.46,0.36,0.53,0.16,Rash
14.21,5.98,36.25,0.37,1.06,0.07,Rash
12.85,6.04,27.21,0.38,0.27,0.16,Rash
7.82,7.94,22.08,0.33,0.4,0.07,Rash
2.56,7.15,14.01,0.2,0.19,0.09,Rash
1.64,4.06,8.98,0.22,0.27,0.53,Rash
5.69,4.55,19.84,0.29,0.81,0.68,Rash
8.74,6.52,17.27,0.34,0.84,0.53,Rash
14.85,6.92,34.15,0.6,0.49,0.44,Rash
20.98,12.52,44.41,0.36,0.43,0.12,Rash
10.74,7.63,26.84,0.31,0.54,0.14,Rash
1.95,2.84,7.43,0.14,0.16,0.15,Rash
17.56,11.41,7.35,0.53,0.19,0.31,Rash
11.58,3.74,13.33,0.15,0.16,0.32,Rash
8.7,3.89,12.95,0.4,0.6,0.22,Rash
8.22,9.57,19.12,0.24,0.61,0.17,Rash
10.97,3.64,24.39,0.42,0.6,0.15,Rash
10.51,8.91,21.27,0.19,0.45,0.47,Rash
9.41,9.24,18.26,0.4,1.16,0.83,Rash
5.45,10.45,14.99,0.44,0.28,0.39,Rash
2.72,8.46,72.16,0.38,0.66,0.29,Rash
11.19,9.98,28.43,0.5,0.4,0.2,Rash
8.27,4.87,19.34,0.15,0.1,0.22,Rash
2.99,7.31,16.9,0.29,0.28,0.11,Rash
4.3,5.77,10.04,0.22,0.43,0.18,Rash
5.0,4.04,19.42,0.18,0.24,0.56,Rash
7.98,3.86,18.2,0.23,0.42,0.22,Rash
7.63,6.9,10.2,0.35,0.45,0.2,Rash
9.43,12.18,10.63,0.26,0.65,0.12,Rash
19.94,1.95,26.63,0.35,0.64,0.35,Rash
8.06,6.15,23.71,0.4,0.58,0.13,Rash
2.69,5.18,23.07,0.3,0.1,0.13,Rash
7.67,3.36,18.1,0.37,0.56,0.43,Rash
8.78,7.19,20.19,0.35,0.41,0.28,Rash
12.1,4.17,31.46,0.49,0.36,0.14,Rash
9.93,7.61,16.5,0.36,0.57,0.08,Rash
2.54,5.96,12.29,0.21,0.25,0.13,Rash
2.6,2.05,8.22,0.5,0.62,0.6,Rash
8.92,4.86,22.3,0.18,0.68,0.51,Rash
4.58,6.59,12.31,0.24,0.33,0.31,Rash
9.54,3.12,4.18,0.64,0.19,1.08,Rash
4.84,3.51,24.85,0.34,0.36,0.5,Rash
6.63,7.62,15.52,0.37,0.66,0.54,Rash
19.63,10.22,15.84,0.41,0.62,0.52,Rash
10.13,6.25,34.6,0.47,0.83,0.62,Rash
11.96,18.46,32.23,0.33,0.42,0.6,Rash
14.01,9.67,22.59,0.33,0.44,0.13,Rash
7.93,9.57,11.57,0.31,0.23,0.26,Rash
5.75,3.52,24.19,0.39,0.3,0.13,Rash
4.25,9.59,10.92,0.29,0.29,0.11,Rash
3.46,5.89,14.5,0.31,0.35,0.75,Rash
5.13,5.77,9.57,0.56,0.41,0.49,Rash
6.5,10.17,38.25,0.4,0.83,0.31,Rash
6.9,3.35,17.57,0.21,0.28,0.24,Rash
10.31,11.49,22.18,0.53,0.32,0.18,Rash
6.31,6.02,21.91,0.2,0.19,0.43,Rash
8.61,7.06,13.08,0.28,0.31,0.55,Rash
8.87,5.18,14.87,0.2,0.24,0.14,Rash
13.47,2.98,26.47,0.31,0.65,0.11,Rash
6.76,8.45,32.19,0.44,0.14,0.16,Rash
5.55,8.22,20.53,0.16,0.54,0.19,Rash
2.26,3.07,17.57,0.17,0.83,0.59,Rash
4.7,3.29,6.13,0.15,0.38,0.24,Rash
2.08,4.14,5.32,0.34,0.31,0.57,Rash
4.54,4.85,24.77,0.18,0.21,0.15,Rash
6.71,5.4,13.75,0.32,0.94,0.79,Rash
4.86,11.68,39.31,0.24,0.37,0.04,Rash
4.56,2.24,26.35,0.23,0.62,0.24,Rash
2.61,4.28,7.64,0.26,0.46,0.81,Rash
6.11,7.59,9.98,0.42,0.2,0.68,Rash
3.08,5.07,12.67,0.27,0.48,0.74,Rash
7.34,10.44,18.34,0.65,0.38,0.79,Rash
3.39,2.11,11.5,0.35,0.54,0.94,Rash
13.0,7.45,34.39,0.48,0.37,0.51,Rash
7.36,12.38,35.49,0.52,0.27,0.29,Rash
3.16,4.08,12.02,0.26,0.32,0.21,Rash
6.66,7.04,26.04,0.48,0.19,0.33,Rash
13.28,9.07,28.3,0.18,0.6,0.39,Rash
9.22,4.57,19.68,0.36,0.39,0.28,Rash
3.97,2.29,13.36,0.18,0.49,0.52,Rash
6.91,7.28,5.63,0.48,0.64,0.74,Rash
5.61,2.46,8.84,0.13,0.46,0.55,Rash
6.52,3.46,23.15,0.32,0.6,0.75,Rash
5.65,4.39,10.68,0.37,0.74,0.4,Rash
6.93,2.58,20.87,0.2,0.52,0.32,Rash
1.49,3.87,11.38,0.13,0.21,0.29,Rash
3.38,4.25,12.9,0.31,0.16,0.74,Rash
4.47,5.1,15.15,0.2,0.41,0.56,Rash
6.79,2.24,16.51,0.62,0.98,0.85,Rash
9.34,2.79,13.62,0.39,0.63,0.12,Rash
4.26,6.07,10.98,0.09,0.62,0.28,Rash
10.81,3.83,16.63,0.42,0.97,0.29,Rash
4.17,4.27,8.52,0.21,0.43,0.22,Rash
5.47,5.02,10.66,0.39,0.21,0.56,Rash
6.4,6.51,4.3,0.37,0.38,0.69,Rash
3.42,2.47,9.58,0.12,0.62,0.42,Rash
6.14,2.93,28.51,0.19,0.64,0.46,Rash
3.35,2.34,9.29,0.26,0.4,0.42,Rash
3.33,6.19,9.92,0.37,0.15,0.89,Rash
8.38,6.66,14.3,0.55,0.64,1.09,Rash
11.66,8.46,32.29,0.19,0.7,0.58,Rash
10.49,5.97,14.62,0.31,0.95,0.34,Rash
2.17,4.43,4.98,0.24,0.14,0.17,Rash
3.03,5.8,11.53,0.19,0.39,0.45,Rash
8.34,4.3,8.45,0.29,0.61,0.51,Rash
13.92,4.36,19.13,0.24,0.34,0.51,Rash
7.51,7.18,24.13,0.38,0.62,0.2,Rash
7.25,19.3,10.16,0.39,0.58,0.16,Rash
4.87,2.25,11.41,0.22,0.36,0.1,Rash
7.8,6.84,22.29,0.21,0.12,0.11,Rash
5.58,4.26,3.82,0.28,0.2,0.1,Rash
7.24,9.15,18.32,0.29,0.19,0.16,Rash
3.83,3.57,7.64,0.26,0.3,0.06,Rash
5.1,3.95,5.36,0.47,0.17,0.98,Rash
7.01,9.24,11.69,0.43,1.06,0.66,Rash
5.86,4.86,36.76,0.4,0.78,0.72,Rash
12.13,4.78,19.8,0.26,0.61,0.36,Rash
16.44,24.12,23.99,0.36,0.52,0.22,Rash
15.04,5.48,24.36,0.4,0.91,0.45,Rash
4.86,4.85,20.58,0.3,0.76,0.39,Rash
9.31,6.77,10.97,0.16,0.37,0.14,Rash
3.41,14.1,25.75,0.2,0.33,0.11,Rash
7.09,6.57,17.14,0.16,0.13,0.14,Rash
9.07,3.1,7.31,0.1,0.16,0.11,Rash
3.92,3.91,23.43,0.37,0.2,0.09,Rash
1.34,4.0,10.46,0.44,0.25,0.22,Rash
4.71,3.97,31.86,0.33,0.51,0.32,Rash
1.9,2.17,22.47,0.24,0.38,0.45,Rash
1.89,3.52,4.31,0.52,0.17,0.92,Rash
1.97,3.73,10.54,0.82,0.99,1.35,Rash
9.29,4.8,27.59,0.45,0.79,0.29,Rash
6.17,5.26,14.77,0.4,0.23,0.52,Rash
6.12,3.34,8.92,0.41,0.36,0.19,Rash
12.45,6.93,35.64,0.46,0.38,0.21,Rash
13.53,7.6,23.61,0.25,0.4,0.11,Rash
7.9,3.29,19.7,0.37,0.46,0.45,Rash
5.31,2.98,29.9,0.31,0.68,0.49,Rash
14.93,4.97,31.29,0.74,0.62,0.71,Rash
5.87,4.69,19.2,0.41,0.47,0.19,Rash
4.48,6.76,16.24,0.49,0.7,0.48,Rash
12.85,2.24,6.14,0.33,0.57,0.32,Rash
2.01,2.39,3.23,0.15,0.31,0.37,Rash
16.93,4.94,9.98,0.2,0.39,0.45,Rash
9.2,7.19,43.15,0.36,0.63,0.4,Rash
7.54,6.25,20.08,0.48,0.51,0.21,Rash
5.52,6.2,3.2,0.3,0.26,0.44,Rash
2.91,2.66,8.45,0.27,0.28,0.6,Rash
2.64,1.55,6.65,0.39,0.48,0.75,Rash
8.69,2.74,16.37,0.4,0.91,0.87,Rash
12.79,5.26,27.87,0.33,0.7,0.54,Rash
3.64,4.17,10.11,0.4,0.72,0.32,Rash
9.67,2.49,7.09,0.28,0.14,0.42,Rash
6.46,4.47,13.27,0.59,0.33,0.75,Rash
10.02,3.58,15.95,0.29,1.12,0.66,Rash
8.16,5.62,38.51,0.52,1.11,0.81,Rash
8.92,4.81,33.61,0.38,0.71,0.37,Rash
11.07,5.54,24.44,0.48,0.45,0.19,Rash
12.42,11.11,10.94,0.3,0.87,0.13,Rash
1.99,7.87,5.97,0.25,0.16,0.33,Rash
3.19,3.75,5.21,0.43,0.15,0.67,Rash
9.42,7.46,16.03,0.33,0.4,0.6,Rash
7.19,6.83,13.42,0.27,1.16,0.55,Rash
16.72,5.33,32.69,0.36,0.92,0.21,Rash
4.76,4.65,25.88,0.42,0.31,0.14,Rash
5.88,4.97,17.31,0.28,0.3,0.22,Rash
4.04,2.63,6.09,0.19,0.23,0.41,Rash
4.0,3.17,12.55,0.27,0.51,0.46,Rash
3.08,3.89,15.39,0.29,0.56,0.48,Rash
9.57,3.87,20.13,0.25,0.51,0.15,Rash
14.34,9.14,26.56,0.42,0.7,0.4,Rash
11.32,8.02,27.89,0.34,0.21,0.13,Rash
10.68,6.18,39.61,0.48,0.65,0.24,Rash
7.07,3.2,16.37,0.57,0.27,0.14,Rash
13.81,20.5,29.78,0.28,0.47,0.14,Rash
7.64,6.58,32.68,0.45,0.63,0.18,Rash
4.61,2.97,8.92,0.31,0.31,0.17,Rash
2.77,3.81,9.89,0.14,0.5,0.47,Rash
8.08,5.12,9.62,0.56,0.34,0.77,Rash
9.6,4.99,19.33,0.53,0.76,0.83,Rash
13.18,11.64,27.63,0.32,0.84,0.58,Rash
7.72,8.42,33.37,0.58,0.43,0.15,Rash
11.49,4.26,42.1,0.52,0.2,0.17,Rash
6.76,5.9,30.21,0.5,0.4,0.21,Rash
8.15,11.56,51.3,0.54,0.71,0.21,Rash
15.45,6.83,20.15,0.29,0.26,0.22,Rash
8.49,4.82,33.99,0.37,0.97,0.34,Rash
9.16,5.23,11.19,0.48,0.51,0.43,Rash
7.71,5.23,39.57,0.5,0.34,0.25,Rash
8.58,4.32,23.16,0.44,0.06,0.11,Rash
7.59,8.97,19.78,0.12,0.42,0.06,Rash
4.34,5.77,14.15,0.42,0.25,0.41,Rash
7.61,4.49,29.27,0.38,0.22,0.13,Rash
7.91,3.81,7.73,0.25,0.76,0.66,Rash
13.37,5.3,10.33,0.53,0.96,0.63,Rash
9.24,8.18,18.89,0.29,0.58,0.62,Rash
